time,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.0871,0.16333,1.21472,0.41443,-20.83969,-94.90076,224.76335,G7
0.1072,0.26709,1.20215,0.40405,-15.17557,-93.14503,226.07634,G7
0.1216,0.32300,1.20398,0.42126,-7.89313,-74.27481,226.18321,G7
0.2148,0.33191,1.18872,0.44580,0.09160,-41.84733,222.21375,G7
0.3800,0.27966,1.17151,0.46338,8.54962,-3.29771,213.93893,G7
0.3945,0.18726,1.12085,0.45276,16.09160,35.09924,201.22137,G7
0.4085,0.09851,1.05347,0.41895,19.92366,64.27481,184.80916,G7
0.4316,-0.02466,0.97473,0.41516,20.13741,85.52672,164.61069,G7
0.4473,-0.19250,0.88623,0.45142,17.80153,98.24428,140.53435,G7
0.4633,-0.31323,0.81421,0.47644,15.32824,95.37405,114.29008,G7
0.4767,-0.33972,0.76477,0.48291,12.62595,74.32061,89.95420,G7
0.4899,-0.28210,0.73022,0.47266,9.20611,44.50382,70.71756,G7
0.5064,-0.15942,0.68921,0.45154,6.00000,17.14504,57.05344,G7
0.5266,-0.00793,0.65613,0.43713,4.71756,3.00763,46.58015,G7
0.5403,0.14990,0.62317,0.41821,4.07634,6.22901,35.40458,G7
0.5538,0.25989,0.58020,0.39587,4.27481,22.91603,22.64122,G7
0.6702,0.29004,0.56421,0.38147,6.74809,46.04580,7.74046,G7
0.6928,0.26697,0.55505,0.37122,9.31298,63.22137,-9.60305,G7
0.8651,0.20691,0.56799,0.39441,10.41221,64.64122,-27.32825,G7
0.8826,0.19617,0.60840,0.43555,8.73282,49.58779,-43.11450,G7
0.8950,0.26025,0.65808,0.45483,4.32061,23.11450,-53.55725,G7
0.9075,0.37866,0.70227,0.47375,-1.09924,-4.82443,-57.09924,G7
0.9362,0.54089,0.73730,0.47363,-6.88550,-25.69466,-55.60305,G7
0.9487,0.68738,0.77673,0.45654,-11.78626,-35.75573,-50.06107,G7
0.9613,0.81897,0.79834,0.47644,-15.87786,-32.77863,-46.53435,G7
0.9790,0.85266,0.78064,0.51318,-19.29771,-20.73282,-45.11450,G7
0.9943,0.84619,0.76672,0.55005,-21.08397,-9.26718,-45.52672,G7
1.0069,0.84180,0.78406,0.58423,-23.09924,-5.69466,-45.19084,G7
1.0193,0.84241,0.81372,0.61877,-27.02290,-9.48092,-40.33588,G7
1.0324,0.88953,0.83081,0.62085,-31.48092,-14.21374,-33.14504,G7
1.0463,0.98914,0.82080,0.62708,-35.51145,-9.46565,-25.22137,G7
1.1887,1.05554,0.78235,0.65784,-39.14504,3.74046,-15.67939,G7
1.3320,1.01868,0.72803,0.68140,-40.42748,22.13741,-6.64122,G7
1.3648,0.90759,0.69482,0.71619,-39.48092,41.70992,-0.29008,G7
1.3780,0.84155,0.69250,0.75122,-39.11450,53.89313,3.61832,G7
1.3915,0.80005,0.68713,0.77600,-40.91603,56.90076,8.51908,G7
1.4046,0.74878,0.65112,0.79797,-42.58015,57.54198,14.12214,G7
1.4278,0.68518,0.59460,0.84534,-42.27481,60.30534,17.38931,G7
1.4413,0.62646,0.54956,0.91943,-40.54962,66.90076,16.71756,G7
1.4545,0.57434,0.53577,0.99536,-39.66412,77.19084,13.63359,G7
1.4668,0.51282,0.55249,1.02612,-40.18320,87.70992,9.75572,G7
1.4795,0.45300,0.58301,1.04932,-42.24427,92.16794,5.58779,G7
1.4940,0.42004,0.59998,1.07666,-47.12977,85.38931,1.41985,G7
1.5102,0.45874,0.62671,1.16663,-55.75573,69.93893,-2.36641,G7
1.5262,0.54541,0.65527,1.23877,-68.07633,55.83206,-5.55725,G7
1.5405,0.62500,0.67249,1.28296,-80.67175,47.75573,-8.51908,G7
1.6476,0.69397,0.67957,1.29858,-92.13741,45.22137,-11.03817,G7
1.7514,0.72229,0.68408,1.27026,-103.37405,42.70229,-11.61832,G7
1.8107,0.74048,0.69104,1.25500,-114.10687,33.03817,-10.18321,G7
1.8276,0.78345,0.68860,1.22876,-124.62595,16.74809,-6.61069,G7
1.8644,0.85059,0.67480,1.20740,-134.25954,0.61069,-0.99237,G7
1.8786,0.93384,0.64612,1.15601,-142.12213,-5.31298,5.48092,G7
1.8930,1.04309,0.61133,1.10291,-147.69466,0.88550,11.67939,G7
1.9076,1.08240,0.56885,1.03247,-150.73282,16.22901,17.66412,G7
1.9228,1.03711,0.51416,0.96851,-150.13741,39.48092,20.67175,G7
1.9385,0.94434,0.47571,0.92236,-147.19084,58.61069,20.15267,G7
1.9527,0.87219,0.45850,0.91907,-143.93893,69.74046,17.31298,G7
1.9706,0.80225,0.44604,0.90076,-141.46565,72.82442,15.25191,G7
1.9865,0.73877,0.42187,0.90625,-139.31297,72.10687,14.79389,G7
2.0951,0.69421,0.38440,0.91882,-137.87787,68.39695,15.46565,G7
2.1112,0.65271,0.32727,0.87146,-136.80916,60.90076,17.19084,G7
2.2541,0.58252,0.26172,0.79895,-133.26718,50.90076,20.10687,G7
2.2982,0.52209,0.21985,0.74170,-128.64122,42.21374,21.92366,G7
2.3128,0.48352,0.17981,0.72974,-125.22137,35.49618,19.57252,G7
2.3268,0.47620,0.15283,0.74023,-122.15267,31.32825,13.72519,G7
2.3557,0.49561,0.13696,0.73425,-119.35878,30.07634,6.97710,G7
2.3704,0.51672,0.12463,0.73340,-116.29008,32.79389,0.94656,G7
2.3847,0.53113,0.10950,0.72754,-113.38931,41.52672,-5.03817,G7
2.3979,0.53223,0.09875,0.72302,-110.67175,55.11450,-11.93893,G7
2.4129,0.51343,0.10706,0.75281,-108.04580,71.77100,-19.20611,G7
