time,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.0,-0.51208,-0.21069,0.57056,2.06107,-62.44275,-54.82443,N2
0.02,-0.5268037209302325,-0.20173209302325582,0.5582395348837209,2.551745581395349,-59.42269069767442,-60.469377906976746,N2
0.04,-0.5508131428571429,-0.22357828571428573,0.5297331428571429,3.2894200000000007,-62.97404514285715,-65.24318485714286,N2
0.06,-0.5551337837837839,-0.282890472972973,0.4923658108108108,5.84650412162162,-73.00041263513513,-66.5991295945946,N2
0.08,-0.5365904395604395,-0.34572890109890114,0.47282384615384615,11.461621098901105,-86.54626230769232,-64.27111879120879,N2
0.1,-0.49780565656565656,-0.3593671717171717,0.49284696969696973,18.909248686868686,-98.67977303030302,-61.90516151515151,N2
0.12,-0.45561139999999994,-0.3275838,0.5156031999999999,25.418623800000002,-105.9749628,-61.852216399999996,N2
0.14,-0.4036225373134327,-0.2690677611940297,0.5200380597014925,30.35137149253732,-108.24404223880596,-64.99851447761195,N2
0.16,-0.35738417877906975,-0.2202967441860465,0.4990219840116279,33.30136738372093,-106.94315235465116,-69.58228957848837,N2
0.18,-0.3536937718023256,-0.21587813953488372,0.49343332122093025,33.758495290697674,-106.31293723837209,-70.42331574127907,N2
0.2,-0.3500033648255814,-0.2114595348837209,0.48784465843023256,34.21562319767442,-105.68272212209303,-71.26434190406977,N2
0.22,-0.3463129578488372,-0.20704093023255812,0.48225599563953486,34.67275110465116,-105.05250700581395,-72.10536806686046,N2
0.24,-0.34262255087209303,-0.20262232558139534,0.4766673328488372,35.12987901162791,-104.42229188953489,-72.94639422965116,N2
0.26,-0.3389321438953488,-0.19820372093023256,0.4710786700581395,35.58700691860465,-103.79207677325581,-73.78742039244186,N2
0.28,-0.33524173691860465,-0.19378511627906975,0.4654900072674419,36.044134825581395,-103.16186165697675,-74.62844655523256,N2
0.3,-0.3329040316742081,-0.19092442081447963,0.4604452850678733,36.47197461538462,-102.58631757013575,-75.34772157013575,N2
0.32,-0.33379905429864254,-0.19178686425339367,0.4567004886877828,36.82982076923077,-102.14142797737557,-75.77603197737557,N2
0.34,-0.3346940769230769,-0.1926493076923077,0.4529556923076923,37.187666923076925,-101.6965383846154,-76.20434238461539,N2
0.36,-0.3355890995475113,-0.1935117511312217,0.4492108959276018,37.54551307692308,-101.2516487918552,-76.6326527918552,N2
0.38,-0.3364841221719457,-0.19437419457013574,0.4454660995475113,37.90335923076923,-100.80675919909503,-77.06096319909501,N2
0.4,-0.3373791447963801,-0.19523663800904978,0.4417213031674208,38.26120538461539,-100.36186960633485,-77.48927360633483,N2
0.42,-0.33827416742081445,-0.19609908144796379,0.4379765067873303,38.61905153846154,-99.91698001357466,-77.91758401357465,N2
0.44,-0.33916919004524887,-0.19696152488687782,0.4342317104072398,38.976897692307695,-99.47209042081448,-78.34589442081447,N2
0.46,-0.34006421266968323,-0.19782396832579185,0.43048691402714934,39.33474384615385,-99.0272008280543,-78.7742048280543,N2
0.48,-0.34095923529411765,-0.19868641176470586,0.4267421176470588,39.69259,-98.58231123529411,-79.20251523529411,N2
0.5,-0.34185425791855206,-0.1995488552036199,0.4229973212669683,40.05043615384616,-98.13742164253394,-79.63082564253394,N2
0.52,-0.3477978319783198,-0.2063429268292683,0.4160521409214092,41.07072962059621,-97.86843159891599,-80.36980631436315,N2
0.54,-0.36929918699187,-0.2314160975609757,0.3992445528455284,44.13244235772359,-98.1414993495935,-82.06615861788617,N2
0.56,-0.3905540425531916,-0.25834425531914906,0.3942697872340426,48.8591891489362,-101.31459617021281,-83.64008574468086,N2
0.58,-0.40439390625000005,-0.283545,0.4193340624999998,56.86259968749997,-110.27241749999997,-84.73902875,N2
0.6,-0.3899095475113123,-0.2841796832579186,0.4861417647058823,67.00957018099547,-123.54944628959275,-84.62242972850679,N2
0.62,-0.3491118181818183,-0.2539633333333334,0.5592681818181817,76.04765121212121,-135.20240696969697,-84.14896636363636,N2
0.64,-0.22653658914728686,-0.201676511627907,0.6547387596899225,85.22113658914728,-141.23853170542637,-85.65524279069767,N2
0.66,-0.13594779220779207,-0.17327876623376617,0.6831007792207793,90.07931025974027,-129.8217498701298,-90.29116564935067,N2
0.68,-0.10724088235294116,-0.15968235294117644,0.6937795588235295,94.13179279411767,-110.51448044117639,-99.52122176470593,N2
0.7000000000000001,-0.1324930188679246,-0.15931981132075473,0.7186681132075472,99.1121983018868,-93.6393447169811,-109.46708735849059,N2
0.72,-0.15401357541899444,-0.15882441340782125,0.7719809497206704,103.9433692178771,-84.92737391061452,-116.20938709497207,N2
0.74,-0.12787761363636366,-0.12945704545454548,0.8690819886363635,109.44829846590909,-82.66013221590909,-119.41742113636363,N2
0.76,-0.0944087861271676,-0.0971857803468208,0.9245894605009634,111.83061476878612,-83.24011275529864,-119.78184895953757,N2
0.78,-0.08288277456647396,-0.08702393063583812,0.9352445664739885,112.05418124277456,-83.38719560693642,-119.90539809248556,N2
0.8,-0.07135676300578031,-0.07686208092485544,0.9458996724470135,112.277747716763,-83.53427845857418,-120.02894722543353,N2
0.8200000000000001,-0.05983075144508665,-0.06670023121387278,0.9565547784200386,112.50131419075144,-83.68136131021194,-120.1524963583815,N2
0.84,-0.048304739884393065,-0.056538381502890166,0.9672098843930635,112.72488066473989,-83.82844416184972,-120.27604549132948,N2
0.86,-0.0374414120603015,-0.047028236180904515,0.9768660452261306,112.89889857788945,-83.95909473366834,-120.40949085427135,N2
0.88,-0.030485633165829137,-0.041360899497487426,0.9806318743718593,112.78075083919599,-83.99285151758794,-120.60128984924623,N2
0.9,-0.023529854271356773,-0.03569356281407034,0.9843977035175879,112.66260310050252,-84.02660830150754,-120.7930888442211,N2
0.92,-0.016574075376884406,-0.03002622613065325,0.9881635326633166,112.54445536180904,-84.06036508542714,-120.98488783919598,N2
0.9400000000000001,-0.009618296482412043,-0.024358889447236163,0.9919293618090452,112.42630762311558,-84.09412186934674,-121.17668683417085,N2
0.96,-0.002662517587939714,-0.018691552763819105,0.9956951909547739,112.30815988442211,-84.12787865326634,-121.36848582914573,N2
0.98,0.004293261306532646,-0.013024216080402017,0.9994610201005025,112.19001214572864,-84.16163543718594,-121.5602848241206,N2
1.0,0.011249040201005013,-0.007356879396984928,1.003226849246231,112.07186440703518,-84.19539222110554,-121.75208381909547,N2
1.02,0.01820481909547738,-0.001689542713567839,1.0069926783919598,111.95371666834171,-84.22914900502512,-121.94388281407035,N2
1.04,0.02516059798994974,0.00397779396984925,1.0107585075376884,111.83556892964825,-84.26290578894472,-122.13568180904522,N2
1.06,0.04169421875000011,0.0187328125000001,1.01756,111.169849375,-84.687026875,-122.69012656250001,N2
1.08,0.09394023529411788,0.06621235294117665,1.0281310588235293,107.93938158823526,-87.7342657058824,-124.4705865882353,N2
1.1,0.1374954198473285,0.09514229007633601,1.0127874045801526,103.59361152671754,-95.76155412213747,-124.4216534351145,N2
1.12,0.20147135483871004,0.10571148387096777,1.0196509032258065,101.34538019354838,-105.3578994193549,-120.73558129032256,N2
1.1400000000000001,0.25832298013245064,0.10596,1.0405679801324506,100.02719685430462,-107.19038930463577,-117.30933397350991,N2
1.16,0.3686611111111099,0.11521599999999985,1.083434296296296,97.44574525925928,-102.93242725925934,-111.90228466666672,N2
1.18,0.5072523952095803,0.12843772455089814,1.111081497005988,92.12414389221559,-82.98852874251506,-106.52849275449104,N2
1.2,0.5900485714285714,0.11160428571428564,1.0870361904761903,86.92378253968252,-26.2268234920633,-105.25893444444444,N2
1.22,0.46298165413533826,0.05784142857142854,0.9986821052631578,84.8452,48.023765112781994,-106.79756609022557,N2
1.24,0.19915453237409952,0.029179136690647558,0.9421479136690648,90.31688093525185,97.69059266187064,-111.30243935251801,N2
1.26,0.0577539436619717,0.04258204694835685,0.9449729765258216,94.88737838497653,110.75463569014084,-113.38818562441314,N2
1.28,0.02710605633802802,0.052921953051643246,0.9474030234741784,96.02560561502348,110.06367230985916,-113.49426637558685,N2
1.3,-0.0035418309859156644,0.06326185915492963,0.9498330704225352,97.16383284507043,109.37270892957746,-113.60034712676057,N2
1.32,-0.03418971830985934,0.07360176525821603,0.952263117370892,98.30206007511738,108.68174554929577,-113.70642787793427,N2
1.34,-0.06483760563380303,0.08394167136150242,0.9546931643192488,99.44028730516433,107.99078216901408,-113.81250862910798,N2
1.36,-0.09083778415614244,0.09418815154994267,0.959072812858783,100.41008939150402,106.7534388404133,-113.80310437428243,N2
1.3800000000000001,-0.10212021814006898,0.10413878300803683,0.9696261997703789,100.84654518943744,103.78589234213545,-113.42799760045924,N2
1.4000000000000001,-0.11340265212399551,0.11408941446613098,0.9801795866819748,101.28300098737084,100.8183458438576,-113.05289082663604,N2
1.42,-0.12468508610792192,0.12404004592422503,0.9907329735935706,101.71945678530425,97.85079934557979,-112.67778405281285,N2
1.44,-0.13596752009184848,0.13399067738231918,1.0012863605051665,102.15591258323767,94.88325284730195,-112.30267727898966,N2
1.46,-0.147249954075775,0.14394130884041334,1.0118397474167624,102.59236838117107,91.9157063490241,-111.92757050516647,N2
1.48,-0.15853238805970155,0.1538919402985075,1.022393134328358,103.02882417910448,88.94815985074625,-111.55246373134328,N2
1.5,-0.16981482204362808,0.16384257175660166,1.032946521239954,103.4652799770379,85.98061335246841,-111.17735695752009,N2
1.52,-0.1810972560275546,0.17379320321469582,1.04349990815155,103.9017357749713,83.01306685419055,-110.8022501836969,N2
1.54,-0.1892029896907217,0.23943092783505224,1.0914828865979387,104.69914226804124,60.163062164948215,-107.08066525773192,N2
1.56,-0.12826098039215666,0.36536549019607867,1.1810844444444446,103.62620732026143,10.667265032679648,-97.78945496732024,N2
1.58,0.06162495798319382,0.4657369747899161,1.2578899579831933,98.16986071428569,-38.44242453781519,-84.91667046218484,N2
1.6,0.20216277310924413,0.4944596638655463,1.2834277731092438,91.85771785714284,-56.288340504201734,-76.70575449579829,N2
1.62,0.3278187978142082,0.49571666666666664,1.2973590710382514,82.92203879781417,-62.665413333333355,-68.29191322404368,N2
1.6400000000000001,0.42630818791946334,0.4689889932885904,1.2859759060402685,71.69127261744958,-51.2333597315435,-62.31138758389259,N2
1.6600000000000001,0.43953064748201404,0.4414857553956832,1.2779580575539569,60.50513597122291,-28.705363741006956,-57.225327266186994,N2
1.68,0.3722340506329115,0.424399746835443,1.293439746835443,50.52237227848102,-9.333265949367094,-50.005794683544316,N2
1.7,0.29350263157894735,0.41744473684210526,1.3003036842105264,41.38409,-5.589391578947367,-41.09883631578948,N2
1.72,0.23342845161290307,0.3930098064516128,1.2802032258064515,31.54917296774191,-11.416002516129058,-31.169462967741907,N2
1.74,0.21638657854984894,0.3793684743202417,1.2671046223564955,27.92244164652568,-15.439595687311181,-27.42494185800604,N2
1.76,0.214542167673716,0.3745195317220544,1.2639142900302114,26.939991495468277,-17.02858209214502,-26.451718293051357,N2
1.78,0.2126977567975831,0.369670589123867,1.2607239577039275,25.957541344410874,-18.617568496978855,-25.478494728096674,N2
1.8,0.21085334592145016,0.3648216465256797,1.2575336253776435,24.97509119335347,-20.206554901812694,-24.50527116314199,N2
1.82,0.20900893504531723,0.3599727039274924,1.2543432930513596,23.99264104229607,-21.79554130664653,-23.532047598187308,N2
1.84,0.2071645241691843,0.3551237613293051,1.2511529607250755,23.01019089123867,-23.384527711480366,-22.558824033232625,N2
1.86,0.20540967495219886,0.3504245793499044,1.2480129684512429,22.059438236137666,-24.940056156787765,-21.613187925430207,N2
1.8800000000000001,0.20494313575525813,0.3478796462715105,1.2455970984703633,21.564641869024854,-26.01430472275335,-21.064386778202675,N2
1.9000000000000001,0.2044765965583174,0.34533471319311665,1.2431812284894836,21.06984550191204,-27.088553288718938,-20.51558563097514,N2
1.92,0.20401005736137667,0.3427897801147228,1.2407653585086043,20.575049134799237,-28.16280185468451,-19.96678448374761,N2
1.94,0.20354351816443594,0.34024484703632885,1.2383494885277246,20.080252767686424,-29.237050420650096,-19.417983336520077,N2
1.96,0.20307697896749521,0.33769991395793497,1.2359336185468452,19.585456400573612,-30.31129898661568,-18.86918218929254,N2
1.98,0.20261043977055448,0.3351549808795411,1.2335177485659656,19.0906600334608,-31.385547552581265,-18.32038104206501,N2
2.0,0.20214390057361376,0.3326100478011472,1.231101878585086,18.595863666347988,-32.45979611854685,-17.771579894837473,N2
2.02,0.20167736137667303,0.3300651147227533,1.2286860086042066,18.101067299235176,-33.53404468451244,-17.22277874760994,N2
2.04,0.2012108221797323,0.3275201816443594,1.226270138623327,17.606270932122367,-34.60829325047802,-16.673977600382404,N2
2.06,0.20074428298279157,0.32497524856596555,1.2238542686424474,17.111474565009555,-35.6825418164436,-16.12517645315487,N2
2.08,0.2004618918918919,0.3082072972972972,1.1975472297297294,13.271305608108076,-43.8207099324325,-11.751911013513478,N2
2.1,0.2118307865168541,0.30409713483146067,1.1726753370786513,8.644565449438142,-52.24890814606752,-6.788408033707801,N2
2.12,0.23612353932584282,0.30529039325842694,1.1463003932584268,3.4956666853932283,-56.280295449438206,-1.9951975842696377,N2
2.14,0.24808000000000002,0.2984299999999999,1.1080309090909086,-0.6773100000000398,-55.29354363636361,1.4170690909091206,N2
2.16,0.24476231707317067,0.2872788414634146,1.0888357926829269,-3.3336460365853773,-52.04998865853656,3.183390731707323,N2
2.18,0.23545743902439015,0.2769312804878048,1.0805735975609756,-4.953457012195138,-48.726586219512164,4.002610243902447,N2
2.2,0.2123809154929576,0.2545097183098589,1.0611295774647884,-7.920007816901434,-40.96333999999992,4.518979154929578,N2
2.22,0.19565020833333305,0.22740562499999958,1.0354281249999997,-9.774493541666686,-34.80598374999993,4.761129375000006,N2
2.24,0.17304449704142,0.2154930769230769,1.0268239644970414,-10.789017455621305,-31.559508994082826,5.654188047337283,N2
2.2600000000000002,0.16088999999999998,0.22705000000000009,1.02185,-11.740460000000004,-30.59542,6.305340000000002,N2
2.2800000000000002,0.1594878351373855,0.23081019983347217,1.0206093671940049,-11.905715620316407,-30.605589858451292,6.389240083263949,N2
2.3000000000000003,0.158085670274771,0.2345703996669443,1.01936873438801,-12.07097124063281,-30.615759716902584,6.473140166527895,N2
2.32,0.15668350541215653,0.2383305995004163,1.018128101582015,-12.236226860949209,-30.625929575353872,6.55704024979184,N2
2.34,0.15528134054954207,0.24209079933388838,1.0168874687760199,-12.401482481265612,-30.636099433805164,6.640940333055786,N2
2.36,0.15387917568692758,0.2458509991673605,1.015646835970025,-12.566738101582015,-30.646269292256456,6.724840416319733,N2
2.38,0.1524770108243131,0.2496111990008326,1.01440620316403,-12.731993721898416,-30.656439150707744,6.8087404995836796,N2
2.4,0.1531258151700087,0.2517692066259808,1.0108207759372276,-12.98445697471665,-30.836608421970357,6.960141490845683,N2
2.42,0.15378492589363557,0.25391916303400175,1.0072235658238884,-13.237358456843939,-31.017631961639058,7.111881682650391,N2
2.44,0.15444403661726241,0.25606911944202265,1.0036263557105494,-13.490259938971228,-31.19865550130776,7.263621874455099,N2
2.46,0.15510314734088926,0.2582190758500436,1.0000291455972101,-13.743161421098517,-31.37967904097646,7.4153620662598065,N2
2.48,0.15576225806451613,0.2603690322580645,0.996431935483871,-13.996062903225805,-31.56070258064516,7.567102258064515,N2
2.5,0.15607529644268775,0.2592017391304348,0.9907096047430831,-14.415415691699602,-32.09317525691699,7.911595691699602,N2
2.52,0.15540335968379446,0.24859304347826075,0.9789388537549405,-15.308514505928864,-33.625926245059304,8.804694505928865,N2
2.54,0.15868136363636362,0.2163127272727274,0.9711072727272728,-15.333795454545458,-35.64399454545454,9.328934545454548,N2
2.56,0.17387812030075175,0.19649796992481208,0.9689686466165414,-14.357003007518802,-35.223444210526324,8.209265789473692,N2
2.58,0.18611803977272734,0.20341181818181822,0.9828171306818182,-13.814626874999997,-34.07004846590909,7.5975039204545425,N2
2.6,0.20277069767441905,0.21543782945736464,0.9977448837209304,-13.360790930232556,-32.1620220930232,7.0924913953488335,N2
2.62,0.22664586956521743,0.23649608695652174,1.0034121739130435,-13.78061695652174,-26.986727391304342,7.248587608695653,N2
2.64,0.22936107692307692,0.24155210256410256,0.9891430256410255,-15.00700456410257,-22.04799584615383,7.819295897435899,N2
2.66,0.2040735199999997,0.22778503999999983,0.9612320799999998,-16.10796944,-17.057096160000004,8.862903200000003,N2
2.68,0.16806156249999998,0.20203687499999998,0.9474934374999999,-15.290553124999999,-20.740460625000004,9.278625625,N2
2.7,0.19845735849056656,0.20254547169811327,0.9836166037735854,-14.106003018867913,-28.027947169811412,9.59613660377359,N2
2.72,0.2051860534898892,0.2047886236138291,0.985035172863666,-14.140648245270711,-28.553338297455973,9.840443352902808,N2
2.74,0.2113647879973908,0.20696996738421397,0.9858323026744944,-14.190443418134377,-28.97560052837574,10.081451833007177,N2
2.7600000000000002,0.21754352250489245,0.20915131115459884,0.9866294324853229,-14.240238590998043,-29.397862759295503,10.322460313111549,N2
2.7800000000000002,0.22372225701239407,0.2113326549249837,0.9874265622961513,-14.29003376386171,-29.82012499021527,10.563468793215918,N2
2.8000000000000003,0.2299009915198957,0.21351399869536858,0.9882236921069798,-14.339828936725375,-30.242387221135033,10.80447727332029,N2
2.82,0.23607972602739719,0.2156953424657534,0.9890208219178083,-14.389624109589041,-30.66464945205479,11.045485753424654,N2
2.84,0.24225846053489883,0.21787668623613826,0.9898179517286366,-14.439419282452707,-31.086911682974556,11.286494233529025,N2
2.86,0.24757451303155004,0.21982090534979423,0.9903332235939644,-14.509468971193415,-31.31105433470508,11.522757942386827,N2
2.88,0.251057366255144,0.22126123456790123,0.990249547325103,-14.62255950617284,-31.11419288065844,11.748939012345677,N2
2.9,0.25454021947873795,0.22270156378600822,0.9901658710562414,-14.735650041152264,-30.9173314266118,11.975120082304525,N2
2.92,0.25802307270233193,0.22414189300411522,0.99008219478738,-14.848740576131688,-30.72046997256516,12.201301152263373,N2
2.94,0.2615059259259259,0.2255822222222222,0.9899985185185185,-14.961831111111112,-30.523608518518518,12.42748222222222,N2
2.96,0.26498877914951985,0.2270225514403292,0.9899148422496571,-15.074921646090536,-30.32674706447188,12.653663292181069,N2
2.98,0.26847163237311383,0.22846288065843623,0.9898311659807957,-15.18801218106996,-30.12988561042524,12.879844362139917,N2
3.0,0.2722442307692307,0.22985538461538463,0.9891396153846155,-15.349970769230763,-29.718143076923102,13.085146923076925,N2
3.02,0.2851892857142857,0.22617750000000006,0.9679216666666668,-16.956379880952376,-21.931112857142896,12.328424166666673,N2
3.04,0.2883143999999999,0.20744455999999978,0.9423275199999998,-17.854412480000004,-11.292088079999896,10.612886639999985,N2
3.06,0.2734474349442379,0.19768185873605945,0.9414102230483271,-17.72252286245353,-4.295464832713741,9.768210185873604,N2
3.08,0.2455350000000002,0.19122500000000003,0.9562129999999999,-17.3977115,1.4885534999999719,9.038930500000003,N2
3.1,0.2143624460431656,0.19252258992805754,0.979833597122302,-17.253118417266187,5.119445683453227,7.943102661870509,N2
3.12,0.22179129032258108,0.20300766129032274,0.9894457258064514,-18.08396903225809,1.5312708064515173,6.841297983870957,N2
3.14,0.2649813043478263,0.21406391304347833,0.9763826086956522,-19.049451304347826,-2.0145999999999957,7.629606086956537,N2
3.16,0.2963702721088435,0.21806877551020407,0.9820389115646259,-19.345276666666667,0.34294510204081163,9.514461292517005,N2
3.18,0.3169176666666669,0.21395533333333328,0.9874246000000001,-19.38076733333333,6.763974133333448,9.9672304,N2
3.2,0.3194659504132232,0.21165247933884293,0.9882584710743803,-19.326355950413223,7.977923553719024,9.906445082644627,N2
3.22,0.32128177095631644,0.20943288075560798,0.9890081759149941,-19.2758860566706,8.843123081464007,9.839752048406137,N2
3.24,0.3230975914994097,0.20721328217237303,0.9897578807556081,-19.22541616292798,9.70832260920899,9.773059014167648,N2
3.2600000000000002,0.32491341204250296,0.20499368358913808,0.990507585596222,-19.17494626918536,10.573522136953972,9.70636597992916,N2
3.2800000000000002,0.3267292325855962,0.20277408500590316,0.991257290436836,-19.12447637544274,11.438721664698956,9.639672945690672,N2
3.3000000000000003,0.32854505312868953,0.2005544864226682,0.9920069952774498,-19.074006481700117,12.30392119244394,9.572979911452181,N2
3.3200000000000003,0.3303608736717828,0.19833488783943326,0.9927567001180638,-19.023536587957498,13.169120720188923,9.506286877213693,N2
3.34,0.332176694214876,0.19611528925619837,0.9935064049586777,-18.97306669421488,14.034320247933888,9.439593842975206,N2
3.36,0.3392032142857142,0.18341994047619065,1.003422619047619,-18.35087476190477,19.288622916666593,9.430478809523809,N2
3.38,0.34450358574610246,0.17330508537490721,1.0118101187824795,-17.703123103192283,23.862357884187066,9.522352323682254,N2
3.4,0.34550135857461023,0.17132884187082406,1.0134953452115811,-17.403899643652565,25.256464788418697,9.635694565701558,N2
3.42,0.34649913140311805,0.1693525983667409,1.015180571640683,-17.104676184112844,26.650571692650328,9.74903680772086,N2
3.44,0.3474969042316258,0.16737635486265776,1.0168657980697846,-16.805452724573126,28.04467859688196,9.862379049740163,N2
3.46,0.34849467706013365,0.1654001113585746,1.0185510244988865,-16.506229265033408,29.438785501113593,9.975721291759465,N2
3.48,0.3494924498886414,0.16342386785449145,1.020236250927988,-16.207005805493687,30.832892405345223,10.089063533778768,N2
3.5,0.35049022271714925,0.1614476243504083,1.0219214773570897,-15.907782345953969,32.226999309576854,10.20240577579807,N2
3.52,0.39062879999999994,0.1567228,1.0229796,-12.865955600000005,49.27633679999997,12.423821199999995,N2
3.54,0.4132436641221375,0.15405534351145034,1.033517786259542,-9.63813152671754,72.90647862595435,15.037820076335889,N2
3.56,0.40798581460674155,0.15029398876404493,1.0298810393258426,-7.788187752808985,86.82288977528094,15.81876561797753,N2
3.58,0.39962791366906475,0.14711482014388488,1.0261402877697843,-5.848206906474811,100.26712640287775,16.428576546762592,N2
3.6,0.4038448175182482,0.14955970802919707,1.0559881751824818,-0.38056686131386774,134.7643587591241,18.51251182481752,N2
3.62,0.3263032061068697,0.1641771755725191,1.0406790839694655,8.78900274809162,202.84493885496192,27.43779641221376,N2
3.64,0.1408559999999986,0.17682569230769243,1.013033846153846,14.532003692307729,233.768411846154,33.420081692307726,N2
3.66,-0.03362090909091056,0.196754431818182,1.0087105681818183,18.385667272727304,243.25329818181825,37.33188329545458,N2
3.68,-0.15572977099236632,0.2157829770992366,1.0111568702290075,20.37037244274809,237.30865465648856,41.234540992366405,N2
3.7,-0.2272761208713986,0.24791085031623344,1.082000758959944,20.50787894588896,223.49391250175682,45.20880200983838,N2
