x,y,label
15.195655,18.25482,4
15.859783,10.556924,4
16.09132,9.600485,4
15.160427,8.583143,4
13.4614935,7.043843,4
16.513144,-3.5472212,5
-6.8744497,-2.8361218,5
-15.54315,0.12217841,5
-16.034956,0.73171794,5
-16.617134,0.83537483,5
-16.652676,1.0677183,5
-15.905495,-0.8745826,5
-5.343806,-2.3954487,5
-5.667057,-2.466068,5
-7.109092,-2.927579,5
-7.411156,-2.650012,5
-7.683212,-2.4657288,5
-14.641812,0.24799381,5
-16.155535,1.1740751,5
-17.321218,0.60183084,5
-17.793865,0.60423124,5
-17.692636,0.23555174,5
-17.581354,0.8292825,5
-17.054705,1.6376134,5
-17.173046,0.5156447,5
-17.174828,1.458624,5
-16.85473,-0.15469259,5
-16.726166,-0.75260764,5
-17.317286,-0.0037364583,5
-18.20567,-0.20434983,5
-16.022108,-0.32970792,5
-16.58706,-1.2348111,5
-16.33502,-0.45990187,5
-16.13646,-0.0075246342,5
-17.415573,2.4946775,5
8.118769,-25.640676,6
-9.914341,16.551207,6
10.354178,3.8494434,6
-8.377124,16.341442,6
-25.126196,9.263924,6
-18.946264,3.6397805,6
-25.181389,9.116665,6
-9.691532,16.382685,6
-25.256218,9.15592,6
-36.0274,-12.22204,6
-7.9531937,15.581277,6
0.8223534,11.842839,6
-7.3733587,16.14543,6
-24.361784,9.915359,6
5.050737,9.765311,6
-24.060856,9.988359,6
-34.86253,-11.056323,6
-24.961105,9.422726,6
-7.8327003,16.280787,6
1.0767986,11.851129,6
-8.409553,16.150192,6
1.0364622,11.917923,6
-7.964681,16.089075,6
10.198255,9.024383,6
-9.394824,16.40196,6
9.788993,9.583595,6
-24.49978,9.882124,6
-7.9814005,15.781501,6
10.288728,8.791819,6
-9.528884,16.320707,6
4.9107466,-30.045834,7
12.709001,10.397911,7
10.022903,11.083886,7
3.0689235,14.799603,7
1.9275937,14.117448,7
9.826132,10.046607,7
10.034562,11.138097,7
0.57033217,17.191853,7
1.7136487,15.158374,7
3.1807344,16.41292,7
1.7991271,14.771826,7
1.4923934,16.619713,7
8.393429,12.315852,7
10.493446,11.326939,7
9.334499,10.366374,7
3.542063,17.143808,7
2.8479245,17.019085,7
2.4682524,17.546362,7
1.7195145,16.605955,7
1.9253447,17.749126,7
2.7863944,18.128696,7
1.9898434,16.11269,7
2.0267248,15.911198,7
2.229023,16.138748,7
2.635278,16.724133,7
2.1252427,18.073486,7
8.482074,12.368583,7
9.1019335,10.578524,7
3.8056474,17.184973,7
2.3516042,17.101051,7
8.195607,-24.080713,8
-6.5142107,0.7129666,8
-5.0523453,-0.4003822,8
-5.059166,-0.81899756,8
-5.0633903,-0.617128,8
-5.539461,0.35515025,8
-7.2579694,1.7936786,8
-8.046814,2.9325578,8
-9.035325,4.9161596,8
-9.362762,5.3292584,8
-8.181316,4.1943684,8
-4.6883936,0.7549741,8
-4.0842457,0.20723256,8
-7.4506392,2.9688163,8
-8.430563,5.256773,8
-5.216716,0.56409734,8
-8.677589,3.9677103,8
-8.352816,2.929664,8
-6.364572,2.9708152,8
-8.986864,5.537082,8
-4.990542,-0.16519687,8
-7.2810063,3.0547385,8
-8.927501,4.6888027,8
-5.90084,1.526878,8
-6.5276456,2.759396,8
-9.3555565,5.157963,8
-4.3085117,1.1120735,8
-4.8303533,0.5988128,8
-8.383561,5.3778043,8
-5.1383085,1.4498127,8
52.18599,10.265202,15
52.268635,8.866869,15
52.44362,8.622818,15
51.991444,8.634048,15
53.01108,9.582378,15
53.30934,10.6377535,15
52.366653,10.902232,15
51.978725,8.940666,15
52.921223,10.146183,15
52.711422,10.523439,15
51.203926,8.26681,15
49.551968,8.165444,15
50.854435,7.030556,15
51.97104,9.669124,15
51.940456,9.985955,15
53.59255,9.187898,15
53.19676,8.578055,15
52.86317,7.481311,15
54.101654,8.062013,15
52.12715,7.814585,15
51.727783,7.8751693,15
53.265133,8.354298,15
50.182213,6.8757434,15
50.79689,6.747875,15
51.953472,6.918266,15
52.18129,8.002765,15
52.351307,8.323433,15
51.113224,6.747265,15
51.0359,7.911528,15
53.39358,7.7178187,15
-34.679886,21.59214,16
-34.427475,17.446564,16
-34.52164,21.232141,16
-34.30072,17.349794,16
-34.60604,23.114286,16
-34.11296,16.54207,16
-35.38522,21.3965,16
-33.41436,17.10943,16
-35.27501,21.487988,16
-33.253345,17.42708,16
-35.87164,19.134384,16
-34.337452,21.90856,16
-34.811687,17.095495,16
-35.20183,20.403223,16
-34.82336,23.54019,16
-33.758884,16.510918,16
-35.477383,22.340416,16
-34.91634,22.451315,16
-33.25623,16.625887,16
-36.26685,21.47288,16
-35.32675,22.362879,16
-33.542015,15.800584,16
-35.158596,17.516382,16
-35.767952,21.567095,16
-34.837875,22.605585,16
-32.538227,18.023577,16
-34.869946,16.813192,16
-35.788914,21.605307,16
-35.139786,23.44456,16
-35.476254,21.799646,16
7.435097,-34.833874,17
6.2722597,-34.62892,17
6.015976,-34.56338,17
9.718064,-35.38454,17
7.796793,-33.880756,17
9.950707,-35.10992,17
7.625129,-32.828716,17
8.229349,-34.35019,17
10.314016,-32.636612,17
8.305753,-30.932838,17
7.698124,-32.027218,17
8.676116,-31.640856,17
8.164045,-31.877806,17
8.202927,-32.951862,17
9.735962,-32.73951,17
8.503228,-31.72863,17
9.383671,-32.28926,17
9.339184,-31.686497,17
9.00379,-32.969776,17
8.005314,-31.148773,17
10.297255,-34.125965,17
9.954086,-33.445072,17
10.735844,-33.565296,17
9.1316805,-33.612743,17
8.413106,-33.44331,17
7.853829,-33.199387,17
8.884332,-33.969124,17
9.245146,-33.81756,17
8.118967,-33.2558,17
8.679319,-33.404655,17
5.6440506,-34.452126,18
-7.1115003,-34.706844,18
-7.715221,-35.22668,18
-8.572725,-41.898148,18
-8.229887,-41.48159,18
-8.464378,-40.876408,18
-8.255797,-41.316116,18
-9.014313,-41.395947,18
-10.229846,-33.94712,18
-11.065485,-33.01832,18
-8.039618,-39.03791,18
-8.793378,-41.179752,18
-8.277452,-34.969807,18
-9.8223505,-33.473824,18
-10.434405,-33.05914,18
-7.5715103,-40.966263,18
-7.03259,-37.869038,18
-10.219104,-33.633633,18
-7.85119,-38.52815,18
-8.4917345,-40.79613,18
-8.52856,-41.425182,18
-8.095932,-42.264923,18
-10.159418,-34.043182,18
-10.380349,-33.895977,18
-8.174285,-41.097855,18
-9.434549,-34.74057,18
-7.911691,-40.475853,18
-7.7575426,-36.020325,18
-8.109376,-39.155327,18
-9.195466,-35.509285,18
-11.143421,-31.709164,19
9.278301,-39.291508,19
9.140791,-39.949787,19
9.007447,-40.056255,19
8.6780815,-40.30016,19
10.351454,-40.14737,19
9.93742,-39.93733,19
10.559746,-40.644337,19
10.597611,-41.108955,19
9.744823,-41.22562,19
11.042998,-41.083588,19
10.115992,-39.50778,19
9.913888,-40.540203,19
9.374077,-39.150635,19
11.910243,-40.324677,19
10.096807,-41.374996,19
10.348942,-40.09947,19
11.157275,-41.00359,19
11.061936,-40.039192,19
9.963971,-40.29584,19
10.927207,-39.176373,19
9.46372,-39.85645,19
11.140449,-40.501385,19
10.298835,-39.20193,19
6.2116833,-43.599133,19
5.3824925,-39.87762,19
5.279188,-40.191742,19
5.3251953,-40.588043,19
5.2929344,-40.14062,19
5.2255597,-40.113678,19
9.395274,-0.13847181,0
11.168469,-4.4823127,0
11.974422,-5.5930867,0
9.97058,-9.037615,0
9.665102,-10.813197,0
12.00588,-4.999228,0
16.36199,-4.849069,0
10.270595,0.43413937,0
9.862532,-10.792021,0
11.915684,-4.9486256,0
15.386791,-3.7158327,0
14.322296,-3.562557,0
11.282327,-4.200378,0
16.38713,-4.7481475,0
14.00364,-3.3150272,0
10.4840355,1.2891566,0
15.01591,-3.5378182,0
10.699163,0.8524205,0
15.121897,-3.7398207,0
8.491247,-9.499723,0
