time,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.0,-0.68787,-0.39917,0.77429,20.44275,-108.87023,-101.87786,N5
0.01,-0.6303480487804878,-0.4006578048780488,0.8134119512195122,19.54906219512195,-116.04952268292683,-101.47570390243902,N5
0.02,-0.5728260975609756,-0.4021456097560976,0.8525339024390244,18.655374390243903,-123.22881536585365,-101.07354780487805,N5
0.03,-0.5294429268292683,-0.40323951219512194,0.8590731707317073,17.71923317073171,-130.0543651219512,-99.05827780487805,N5
0.04,-0.48680390243902444,-0.40431268292682926,0.8638975609756098,16.780857560975612,-136.8612968292683,-96.95810707317074,N5
0.05,-0.4754130652503794,-0.40431142640364187,0.8621211229135054,16.4399420030349,-138.13310016691958,-96.36861162367224,N5
0.06,-0.467494248861912,-0.4041907890743551,0.8596112594840668,16.165410895295903,-138.78988924127466,-95.94696898330804,N5
0.07,-0.4595754324734446,-0.4040701517450683,0.8571013960546282,15.890879787556905,-139.44667831562973,-95.52532634294386,N5
0.08,-0.45165661608497726,-0.4039495144157815,0.8545915326251897,15.616348679817907,-140.10346738998481,-95.10368370257967,N5
0.09,-0.4437377996965099,-0.4038288770864947,0.8520816691957511,15.341817572078908,-140.7602564643399,-94.68204106221548,N5
0.1,-0.43581898330804253,-0.4037082397572079,0.8495718057663126,15.06728646433991,-141.417045538695,-94.26039842185129,N5
0.11,-0.4279001669195751,-0.4035876024279211,0.847061942336874,14.79275535660091,-142.07383461305008,-93.8387557814871,N5
0.12,-0.41998135053110774,-0.40346696509863433,0.8445520789074356,14.518224248861912,-142.73062368740514,-93.41711314112291,N5
0.13,-0.4120625341426404,-0.40334632776934753,0.842042215477997,14.243693141122915,-143.38741276176023,-92.99547050075873,N5
0.14,-0.404143717754173,-0.40322569044006074,0.8395323520485585,13.969162033383915,-144.04420183611532,-92.57382786039453,N5
0.15,-0.39622490136570565,-0.40310505311077394,0.8370224886191199,13.694630925644917,-144.7009909104704,-92.15218522003035,N5
0.16,-0.3883060849772383,-0.40298441578148714,0.8345126251896814,13.420099817905918,-145.35777998482547,-91.73054257966615,N5
0.17,-0.38038726858877087,-0.40286377845220034,0.8320027617602428,13.14556871016692,-146.01456905918056,-91.30889993930197,N5
